workerid,proliferate.condition,answerer gender,character_type,crit_trial_number,fill_trial_number,image1,image2,item,maximum,minimum,minute,name1,name2,questioner gender,stakes,time,trial_number,trial_time_minutes,trial_type,id_data.char_group1,id_data.char_group2,id_data.char_group3,id_data.self_id1,id_data.self_id2,id_data.self_id3,id_data.self_id_image1,id_data.self_id_image2,id_data.self_id_image3,id_data.self_id_image4,id_data.self_id_image5,id_data.self_id_image6,id_data.trial_time_minutes,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
708,condition1,male,fill,NA,3,filler_girl3,filler_guy1,phone_fill,-5,-10,10,Casey,Devin,female,low,none,5,0.1824,fill,hippie,nerd,filler,3,1,5,hippie_girl2,hippie_guy1,nerd_girl1,nerd_guy1,filler_girl1,filler_guy3,0.3796833333333333,66,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,3.9248833333333337,
708,condition1,male,hippie,3,NA,hippie_girl2,hippie_guy1,bank_crit,3,-2,none,Dakota,Jessie,female,high,9:30,6,0.2965,crit,hippie,nerd,filler,3,1,5,hippie_girl2,hippie_guy1,nerd_girl1,nerd_guy1,filler_girl1,filler_guy3,0.3796833333333333,66,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,3.9248833333333337,
708,condition1,female,fill,NA,4,filler_guy4,filler_girl4,restaurant_fill,5,-10,20,Ash,Sam,male,low,none,7,0.26066666666666666,fill,hippie,nerd,filler,3,1,5,hippie_girl2,hippie_guy1,nerd_girl1,nerd_guy1,filler_girl1,filler_guy3,0.3796833333333333,66,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,3.9248833333333337,
708,condition1,male,nerd,4,NA,nerd_guy1,nerd_guy2,premiere_crit,1,0,none,Shawn,Skyler,male,low,1:30,8,0.2981,crit,hippie,nerd,filler,3,1,5,hippie_girl2,hippie_guy1,nerd_girl1,nerd_guy1,filler_girl1,filler_guy3,0.3796833333333333,66,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,3.9248833333333337,
587,condition1,female,hippie,1,NA,hippie_guy1,hippie_girl2,airport_crit,5,-20,none,Taylor,Devin,male,low,8:00,1,0.58315,crit,filler,nerd,hippie,5,4,3,filler_girl2,filler_guy4,nerd_girl2,nerd_guy2,hippie_girl2,hippie_guy2,0.6166666666666667,29,Yes,,5,1,1,Female,English,Chrome,Linux,851,393,4.613083333333333,
587,condition1,male,fill,NA,1,filler_guy1,filler_guy4,restaurant_fill,10,-6,10,Jordan,Alex,male,low,none,2,0.33871666666666667,fill,filler,nerd,hippie,5,4,3,filler_girl2,filler_guy4,nerd_girl2,nerd_guy2,hippie_girl2,hippie_guy2,0.6166666666666667,29,Yes,,5,1,1,Female,English,Chrome,Linux,851,393,4.613083333333333,
587,condition1,female,fill,NA,2,filler_guy2,filler_girl3,phone_fill,5,-18,15,Skyler,Kendall,male,low,none,3,0.3186833333333333,fill,filler,nerd,hippie,5,4,3,filler_girl2,filler_guy4,nerd_girl2,nerd_guy2,hippie_girl2,hippie_guy2,0.6166666666666667,29,Yes,,5,1,1,Female,English,Chrome,Linux,851,393,4.613083333333333,
587,condition1,female,hippie,2,NA,hippie_guy2,hippie_girl1,bank_crit,5,-10,none,Riley,Jessie,male,high,9:30,4,0.4207166666666667,crit,filler,nerd,hippie,5,4,3,filler_girl2,filler_guy4,nerd_girl2,nerd_guy2,hippie_girl2,hippie_guy2,0.6166666666666667,29,Yes,,5,1,1,Female,English,Chrome,Linux,851,393,4.613083333333333,
587,condition1,male,fill,NA,3,filler_girl4,filler_guy3,store_fill,20,-11,20,Ash,Dakota,female,high,none,5,0.4440166666666666,fill,filler,nerd,hippie,5,4,3,filler_girl2,filler_guy4,nerd_girl2,nerd_guy2,hippie_girl2,hippie_guy2,0.6166666666666667,29,Yes,,5,1,1,Female,English,Chrome,Linux,851,393,4.613083333333333,
587,condition1,female,nerd,3,NA,nerd_girl2,nerd_girl1,premiere_crit,9,-10,none,Quinn,Morgan,female,low,3:00,6,0.26206666666666667,crit,filler,nerd,hippie,5,4,3,filler_girl2,filler_guy4,nerd_girl2,nerd_guy2,hippie_girl2,hippie_guy2,0.6166666666666667,29,Yes,,5,1,1,Female,English,Chrome,Linux,851,393,4.613083333333333,
587,condition1,male,nerd,4,NA,nerd_guy2,nerd_guy1,shopping_crit,3,-4,none,Jamie,Shawn,male,high,1:30,7,0.41063333333333335,crit,filler,nerd,hippie,5,4,3,filler_girl2,filler_guy4,nerd_girl2,nerd_guy2,hippie_girl2,hippie_guy2,0.6166666666666667,29,Yes,,5,1,1,Female,English,Chrome,Linux,851,393,4.613083333333333,
587,condition1,female,fill,NA,4,filler_girl2,filler_girl1,coffee_fill,6,-6,5,Casey,Sam,female,high,none,8,0.23775,fill,filler,nerd,hippie,5,4,3,filler_girl2,filler_guy4,nerd_girl2,nerd_guy2,hippie_girl2,hippie_guy2,0.6166666666666667,29,Yes,,5,1,1,Female,English,Chrome,Linux,851,393,4.613083333333333,
814,condition1,female,fill,NA,1,filler_guy3,filler_girl2,restaurant_fill,0,0,10,Alex,Taylor,male,low,none,1,0.25625,fill,nerd,filler,hippie,3,6,2,nerd_girl2,nerd_guy2,filler_girl3,filler_guy4,hippie_girl1,hippie_guy2,0.3342,42,Yes,none,4,1,1,Male,english,Chrome,Windows,864,1536,2.6061833333333335,
814,condition1,female,fill,NA,2,filler_guy2,filler_girl4,phone_fill,0,0,15,Jamie,Skyler,male,low,none,2,0.30293333333333333,fill,nerd,filler,hippie,3,6,2,nerd_girl2,nerd_guy2,filler_girl3,filler_guy4,hippie_girl1,hippie_guy2,0.3342,42,Yes,none,4,1,1,Male,english,Chrome,Windows,864,1536,2.6061833333333335,
814,condition1,male,nerd,1,NA,nerd_girl2,nerd_guy1,shopping_crit,0,0,none,Morgan,Ash,female,high,3:00,3,0.2657333333333333,crit,nerd,filler,hippie,3,6,2,nerd_girl2,nerd_guy2,filler_girl3,filler_guy4,hippie_girl1,hippie_guy2,0.3342,42,Yes,none,4,1,1,Male,english,Chrome,Windows,864,1536,2.6061833333333335,
814,condition1,female,nerd,2,NA,nerd_guy2,nerd_girl1,premiere_crit,0,0,none,Dakota,Jessie,male,low,8:00,4,0.11206666666666666,crit,nerd,filler,hippie,3,6,2,nerd_girl2,nerd_guy2,filler_girl3,filler_guy4,hippie_girl1,hippie_guy2,0.3342,42,Yes,none,4,1,1,Male,english,Chrome,Windows,864,1536,2.6061833333333335,
814,condition1,male,fill,NA,3,filler_guy1,filler_guy4,store_fill,0,0,5,Jordan,Casey,male,high,none,5,0.16206666666666666,fill,nerd,filler,hippie,3,6,2,nerd_girl2,nerd_guy2,filler_girl3,filler_guy4,hippie_girl1,hippie_guy2,0.3342,42,Yes,none,4,1,1,Male,english,Chrome,Windows,864,1536,2.6061833333333335,
814,condition1,female,hippie,3,NA,hippie_girl1,hippie_girl2,airport_crit,0,0,none,Shawn,Quinn,female,low,9:30,6,0.13355,crit,nerd,filler,hippie,3,6,2,nerd_girl2,nerd_guy2,filler_girl3,filler_guy4,hippie_girl1,hippie_guy2,0.3342,42,Yes,none,4,1,1,Male,english,Chrome,Windows,864,1536,2.6061833333333335,
814,condition1,female,fill,NA,4,filler_girl3,filler_girl1,coffee_fill,0,0,20,Sam,Devin,female,high,none,7,0.08323333333333334,fill,nerd,filler,hippie,3,6,2,nerd_girl2,nerd_guy2,filler_girl3,filler_guy4,hippie_girl1,hippie_guy2,0.3342,42,Yes,none,4,1,1,Male,english,Chrome,Windows,864,1536,2.6061833333333335,
814,condition1,male,hippie,4,NA,hippie_guy1,hippie_guy2,bank_crit,0,0,none,Riley,Kendall,male,high,1:30,8,0.08628333333333334,crit,nerd,filler,hippie,3,6,2,nerd_girl2,nerd_guy2,filler_girl3,filler_guy4,hippie_girl1,hippie_guy2,0.3342,42,Yes,none,4,1,1,Male,english,Chrome,Windows,864,1536,2.6061833333333335,
700,condition1,male,fill,NA,1,filler_girl4,filler_guy3,coffee_fill,0,0,10,Alex,Jamie,female,high,none,1,0.1862333333333333,fill,filler,hippie,nerd,5,1,2,filler_girl1,filler_guy4,hippie_girl1,hippie_guy2,nerd_girl2,nerd_guy2,0.27613333333333334,46,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,2.5839333333333334,
700,condition1,male,fill,NA,2,filler_girl1,filler_guy2,phone_fill,10,-11,5,Skyler,Ash,female,low,none,2,0.1684,fill,filler,hippie,nerd,5,1,2,filler_girl1,filler_guy4,hippie_girl1,hippie_guy2,nerd_girl2,nerd_guy2,0.27613333333333334,46,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,2.5839333333333334,
700,condition1,female,nerd,1,NA,nerd_guy2,nerd_girl2,premiere_crit,9,-9,none,Jessie,Jordan,male,low,8:00,3,0.39253333333333335,crit,filler,hippie,nerd,5,1,2,filler_girl1,filler_guy4,hippie_girl1,hippie_guy2,nerd_girl2,nerd_guy2,0.27613333333333334,46,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,2.5839333333333334,
700,condition1,male,fill,NA,3,filler_girl3,filler_guy4,store_fill,13,-14,15,Quinn,Casey,female,high,none,4,0.19906666666666667,fill,filler,hippie,nerd,5,1,2,filler_girl1,filler_guy4,hippie_girl1,hippie_guy2,nerd_girl2,nerd_guy2,0.27613333333333334,46,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,2.5839333333333334,
700,condition1,female,hippie,2,NA,hippie_guy2,hippie_girl2,bank_crit,9,-10,none,Taylor,Morgan,male,high,3:00,5,0.19293333333333337,crit,filler,hippie,nerd,5,1,2,filler_girl1,filler_guy4,hippie_girl1,hippie_guy2,nerd_girl2,nerd_guy2,0.27613333333333334,46,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,2.5839333333333334,
700,condition1,male,nerd,3,NA,nerd_girl1,nerd_guy1,shopping_crit,6,-8,none,Riley,Sam,female,high,1:30,6,0.17533333333333334,crit,filler,hippie,nerd,5,1,2,filler_girl1,filler_guy4,hippie_girl1,hippie_guy2,nerd_girl2,nerd_guy2,0.27613333333333334,46,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,2.5839333333333334,
700,condition1,male,fill,NA,4,filler_girl2,filler_guy1,restaurant_fill,8,-9,20,Dakota,Kendall,female,low,none,7,0.22946666666666668,fill,filler,hippie,nerd,5,1,2,filler_girl1,filler_guy4,hippie_girl1,hippie_guy2,nerd_girl2,nerd_guy2,0.27613333333333334,46,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,2.5839333333333334,
700,condition1,female,hippie,4,NA,hippie_guy1,hippie_girl1,airport_crit,6,-8,none,Devin,Shawn,male,low,9:30,8,0.20603333333333337,crit,filler,hippie,nerd,5,1,2,filler_girl1,filler_guy4,hippie_girl1,hippie_guy2,nerd_girl2,nerd_guy2,0.27613333333333334,46,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,2.5839333333333334,
678,condition1,female,fill,NA,1,filler_girl3,filler_girl1,store_fill,7,-8,10,Alex,Sam,female,high,none,1,0.4861,fill,filler,nerd,hippie,5,3,1,filler_girl3,filler_guy4,nerd_girl2,nerd_guy1,hippie_girl1,hippie_guy2,0.4195333333333333,21,Yes,,4,1,1,Male,english,Safari,iPhone/iPod,926,428,3.0295833333333335,
678,condition1,female,hippie,1,NA,hippie_girl1,hippie_girl2,airport_crit,8,-7,none,Dakota,Jamie,female,low,3:00,2,0.2891666666666667,crit,filler,nerd,hippie,5,3,1,filler_girl3,filler_guy4,nerd_girl2,nerd_guy1,hippie_girl1,hippie_guy2,0.4195333333333333,21,Yes,,4,1,1,Male,english,Safari,iPhone/iPod,926,428,3.0295833333333335,
678,condition1,male,fill,NA,2,filler_guy4,filler_guy3,restaurant_fill,8,-9,15,Jessie,Ash,male,low,none,3,0.18911666666666663,fill,filler,nerd,hippie,5,3,1,filler_girl3,filler_guy4,nerd_girl2,nerd_guy1,hippie_girl1,hippie_guy2,0.4195333333333333,21,Yes,,4,1,1,Male,english,Safari,iPhone/iPod,926,428,3.0295833333333335,
678,condition1,female,nerd,2,NA,nerd_guy1,nerd_girl2,premiere_crit,9,-10,none,Skyler,Morgan,male,low,9:30,4,0.13563333333333333,crit,filler,nerd,hippie,5,3,1,filler_girl3,filler_guy4,nerd_girl2,nerd_guy1,hippie_girl1,hippie_guy2,0.4195333333333333,21,Yes,,4,1,1,Male,english,Safari,iPhone/iPod,926,428,3.0295833333333335,
678,condition1,male,hippie,3,NA,hippie_guy2,hippie_guy1,shopping_crit,2,-6,none,Shawn,Devin,male,high,1:30,5,0.14435,crit,filler,nerd,hippie,5,3,1,filler_girl3,filler_guy4,nerd_girl2,nerd_guy1,hippie_girl1,hippie_guy2,0.4195333333333333,21,Yes,,4,1,1,Male,english,Safari,iPhone/iPod,926,428,3.0295833333333335,
678,condition1,female,fill,NA,3,filler_guy1,filler_girl2,coffee_fill,-3,-12,20,Kendall,Casey,male,high,none,6,0.13421666666666668,fill,filler,nerd,hippie,5,3,1,filler_girl3,filler_guy4,nerd_girl2,nerd_guy1,hippie_girl1,hippie_guy2,0.4195333333333333,21,Yes,,4,1,1,Male,english,Safari,iPhone/iPod,926,428,3.0295833333333335,
678,condition1,female,nerd,4,NA,nerd_guy2,nerd_girl1,bank_crit,-1,-7,none,Riley,Jordan,male,high,8:00,7,0.2069,crit,filler,nerd,hippie,5,3,1,filler_girl3,filler_guy4,nerd_girl2,nerd_guy1,hippie_girl1,hippie_guy2,0.4195333333333333,21,Yes,,4,1,1,Male,english,Safari,iPhone/iPod,926,428,3.0295833333333335,
678,condition1,male,fill,NA,4,filler_girl4,filler_guy2,phone_fill,0,-3,5,Quinn,Taylor,female,low,none,8,0.10041666666666668,fill,filler,nerd,hippie,5,3,1,filler_girl3,filler_guy4,nerd_girl2,nerd_guy1,hippie_girl1,hippie_guy2,0.4195333333333333,21,Yes,,4,1,1,Male,english,Safari,iPhone/iPod,926,428,3.0295833333333335,
711,condition1,male,hippie,1,NA,hippie_girl2,hippie_guy1,airport_crit,10,-10,none,Sam,Dakota,female,low,1:30,1,0.42328333333333334,crit,nerd,filler,hippie,2,3,2,nerd_girl1,nerd_guy2,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,0.4070166666666667,28,Yes,,4,1,1,Male,English,Chrome,Windows,1080,1920,5.9154,
711,condition1,female,fill,NA,1,filler_guy1,filler_girl2,restaurant_fill,15,-15,10,Shawn,Casey,male,low,none,2,0.22275,fill,nerd,filler,hippie,2,3,2,nerd_girl1,nerd_guy2,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,0.4070166666666667,28,Yes,,4,1,1,Male,English,Chrome,Windows,1080,1920,5.9154,
711,condition1,female,fill,NA,2,filler_guy3,filler_girl4,coffee_fill,20,-19,20,Jessie,Kendall,male,high,none,3,0.2855333333333333,fill,nerd,filler,hippie,2,3,2,nerd_girl1,nerd_guy2,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,0.4070166666666667,28,Yes,,4,1,1,Male,English,Chrome,Windows,1080,1920,5.9154,
711,condition1,female,nerd,2,NA,nerd_guy2,nerd_girl1,bank_crit,10,-10,none,Ash,Riley,male,high,8:00,4,0.22286666666666663,crit,nerd,filler,hippie,2,3,2,nerd_girl1,nerd_guy2,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,0.4070166666666667,28,Yes,,4,1,1,Male,English,Chrome,Windows,1080,1920,5.9154,
711,condition1,male,hippie,3,NA,hippie_girl1,hippie_guy2,shopping_crit,5,-5,none,Alex,Taylor,female,high,9:30,5,2.699,crit,nerd,filler,hippie,2,3,2,nerd_girl1,nerd_guy2,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,0.4070166666666667,28,Yes,,4,1,1,Male,English,Chrome,Windows,1080,1920,5.9154,
711,condition1,female,fill,NA,3,filler_girl1,filler_girl3,store_fill,8,-10,5,Jamie,Skyler,female,high,none,6,0.14335,fill,nerd,filler,hippie,2,3,2,nerd_girl1,nerd_guy2,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,0.4070166666666667,28,Yes,,4,1,1,Male,English,Chrome,Windows,1080,1920,5.9154,
711,condition1,male,fill,NA,4,filler_guy2,filler_guy4,phone_fill,15,-15,15,Devin,Quinn,male,low,none,7,0.15385,fill,nerd,filler,hippie,2,3,2,nerd_girl1,nerd_guy2,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,0.4070166666666667,28,Yes,,4,1,1,Male,English,Chrome,Windows,1080,1920,5.9154,
711,condition1,female,nerd,4,NA,nerd_guy1,nerd_girl2,premiere_crit,9,-10,none,Morgan,Jordan,male,low,3:00,8,0.24568333333333336,crit,nerd,filler,hippie,2,3,2,nerd_girl1,nerd_guy2,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,0.4070166666666667,28,Yes,,4,1,1,Male,English,Chrome,Windows,1080,1920,5.9154,
965,condition1,male,nerd,1,NA,nerd_girl1,nerd_guy1,airport_crit,0,0,none,Casey,Ash,female,low,9:30,1,0.69715,crit,filler,hippie,nerd,1,2,1,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,nerd_girl1,nerd_guy1,0.47065,46,Yes,,2,1,1,Female,English,Firefox,Windows,864,1536,3.8077833333333335,
965,condition1,male,fill,NA,1,filler_guy2,filler_guy1,phone_fill,0,-10,20,Sam,Skyler,male,low,none,2,0.3416,fill,filler,hippie,nerd,1,2,1,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,nerd_girl1,nerd_guy1,0.47065,46,Yes,,2,1,1,Female,English,Firefox,Windows,864,1536,3.8077833333333335,
965,condition1,male,fill,NA,2,filler_girl2,filler_guy3,store_fill,0,-11,5,Morgan,Jessie,female,high,none,3,0.26705,fill,filler,hippie,nerd,1,2,1,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,nerd_girl1,nerd_guy1,0.47065,46,Yes,,2,1,1,Female,English,Firefox,Windows,864,1536,3.8077833333333335,
965,condition1,female,nerd,2,NA,nerd_guy2,nerd_girl2,bank_crit,0,0,none,Riley,Devin,male,high,3:00,4,0.21695,crit,filler,hippie,nerd,1,2,1,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,nerd_girl1,nerd_guy1,0.47065,46,Yes,,2,1,1,Female,English,Firefox,Windows,864,1536,3.8077833333333335,
965,condition1,male,hippie,3,NA,hippie_girl2,hippie_guy2,shopping_crit,0,0,none,Jamie,Taylor,female,high,1:30,5,0.14251666666666668,crit,filler,hippie,nerd,1,2,1,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,nerd_girl1,nerd_guy1,0.47065,46,Yes,,2,1,1,Female,English,Firefox,Windows,864,1536,3.8077833333333335,
965,condition1,female,fill,NA,3,filler_girl4,filler_girl3,coffee_fill,0,-15,10,Dakota,Kendall,female,high,none,6,0.23796666666666663,fill,filler,hippie,nerd,1,2,1,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,nerd_girl1,nerd_guy1,0.47065,46,Yes,,2,1,1,Female,English,Firefox,Windows,864,1536,3.8077833333333335,
965,condition1,female,hippie,4,NA,hippie_guy1,hippie_girl1,premiere_crit,0,0,none,Shawn,Quinn,male,low,8:00,7,0.13135,crit,filler,hippie,nerd,1,2,1,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,nerd_girl1,nerd_guy1,0.47065,46,Yes,,2,1,1,Female,English,Firefox,Windows,864,1536,3.8077833333333335,
965,condition1,male,fill,NA,4,filler_girl1,filler_guy4,restaurant_fill,0,-16,15,Alex,Jordan,female,low,none,8,0.29878333333333335,fill,filler,hippie,nerd,1,2,1,filler_girl4,filler_guy4,hippie_girl1,hippie_guy1,nerd_girl1,nerd_guy1,0.47065,46,Yes,,2,1,1,Female,English,Firefox,Windows,864,1536,3.8077833333333335,
586,condition1,male,fill,NA,1,filler_girl1,filler_guy4,restaurant_fill,5,-10,20,Kendall,Devin,female,low,none,1,0.52215,fill,nerd,filler,hippie,2,5,1,nerd_girl1,nerd_guy2,filler_girl1,filler_guy1,hippie_girl2,hippie_guy2,0.34376666666666666,50,Yes,,4,2,1,Male,English,Chrome,Windows,720,1280,3.7937333333333334,
586,condition1,female,hippie,1,NA,hippie_girl2,hippie_girl1,bank_crit,2,-3,none,Ash,Sam,female,high,1:30,2,0.373,crit,nerd,filler,hippie,2,5,1,nerd_girl1,nerd_guy2,filler_girl1,filler_guy1,hippie_girl2,hippie_guy2,0.34376666666666666,50,Yes,,4,2,1,Male,English,Chrome,Windows,720,1280,3.7937333333333334,
586,condition1,male,fill,NA,2,filler_guy2,filler_guy3,phone_fill,10,-5,5,Shawn,Jessie,male,low,none,3,0.22716666666666663,fill,nerd,filler,hippie,2,5,1,nerd_girl1,nerd_guy2,filler_girl1,filler_guy1,hippie_girl2,hippie_guy2,0.34376666666666666,50,Yes,,4,2,1,Male,English,Chrome,Windows,720,1280,3.7937333333333334,
586,condition1,male,fill,NA,3,filler_girl2,filler_guy1,coffee_fill,10,-15,10,Dakota,Casey,female,high,none,4,0.3413833333333333,fill,nerd,filler,hippie,2,5,1,nerd_girl1,nerd_guy2,filler_girl1,filler_guy1,hippie_girl2,hippie_guy2,0.34376666666666666,50,Yes,,4,2,1,Male,English,Chrome,Windows,720,1280,3.7937333333333334,
586,condition1,female,fill,NA,4,filler_girl3,filler_girl4,store_fill,15,-20,15,Jordan,Quinn,female,high,none,5,0.30651666666666666,fill,nerd,filler,hippie,2,5,1,nerd_girl1,nerd_guy2,filler_girl1,filler_guy1,hippie_girl2,hippie_guy2,0.34376666666666666,50,Yes,,4,2,1,Male,English,Chrome,Windows,720,1280,3.7937333333333334,
586,condition1,male,hippie,2,NA,hippie_guy2,hippie_guy1,shopping_crit,2,-4,none,Morgan,Jamie,male,high,9:30,6,0.35195,crit,nerd,filler,hippie,2,5,1,nerd_girl1,nerd_guy2,filler_girl1,filler_guy1,hippie_girl2,hippie_guy2,0.34376666666666666,50,Yes,,4,2,1,Male,English,Chrome,Windows,720,1280,3.7937333333333334,
586,condition1,female,nerd,3,NA,nerd_guy2,nerd_girl2,premiere_crit,3,-5,none,Taylor,Riley,male,low,8:00,7,0.24936666666666665,crit,nerd,filler,hippie,2,5,1,nerd_girl1,nerd_guy2,filler_girl1,filler_guy1,hippie_girl2,hippie_guy2,0.34376666666666666,50,Yes,,4,2,1,Male,English,Chrome,Windows,720,1280,3.7937333333333334,
